@RELATION	HoldHazard

@ATTRIBUTE 	a	NUMERIC
@ATTRIBUTE 	b	NUMERIC
@ATTRIBUTE 	classAttribute	{true, false}

@DATA
0.9622678716864925, 0.8804603511254189, true
0.7400336692966378, 0.24105313044646015, false
0.3019597898037407, 0.06460313367309467, true
0.32616537500946774, 0.45790791021532407, true
0.5356661624348095, 0.8422888961895434, true
0.8633643552314221, 0.07124139019203046, false
0.0811933115713156, 0.7396805343849148, false
9.98386665598927E-4, 0.8891528161743537, false
0.3926270981462199, 0.2939319352295833, true
0.927409203731226, 0.13049036700672623, false
0.28667844927829766, 0.7016925788599371, false
0.07229058161832258, 0.19957500561043817, true
0.019422808647979184, 0.26726904883215075, true
0.894619371719873, 0.46012049173017766, false
0.22051969025593088, 0.03511754592020233, true
0.9125424205395127, 0.8212461502823108, true
0.0546936663965889, 0.0743490978006015, true
0.34744209449588226, 0.1096119218454632, true
0.39920383796948233, 0.3721874139545456, true
0.6264736177376208, 0.26908807672369295, false
0.4012237036412819, 0.18882665752426908, true
0.5161879226920201, 0.40300487034613186, false
0.5104988092737184, 0.027894701032825542, false
0.844423736758505, 0.5539099234107315, true
0.9703453969294143, 0.08473473386217167, false
0.6084728240752548, 0.9018941937091747, true
0.7939972633862468, 0.14897640783996213, false
0.76459342859267, 0.7549303229270301, true
0.4535051435177768, 0.45837518056576787, true
0.14726604354877892, 0.303299384258365, true
0.8648365529181566, 0.9276563363053942, true
0.7761570438004495, 0.6150657264710135, true
0.7655205344617108, 0.5091082121883082, true
0.27457540820459003, 0.7606914884567045, false
0.25012634201506556, 0.18092682211027655, true
0.24527818805698454, 0.2722660364791424, true
0.05406087560591444, 0.20482178430484566, true
0.22780093353539288, 0.36645777603742835, true
0.15761474864865643, 0.8461513998171899, false
0.2960592281000122, 0.49017882117190803, true
0.41988203889708287, 0.7078626894758704, false
0.4457881270816727, 0.7840858826779832, false
0.24612470628910044, 0.19376946115642546, true
0.6684563101317335, 0.0014234481594804782, false
0.7423469983847164, 0.3872101631303727, false
0.011612374613920173, 0.2683481989723665, true
0.417291513757159, 0.8078841346409716, false
0.9851908157013921, 0.826756299155229, true
0.2547631705831471, 0.09267345292052664, true
0.3891254400474117, 0.5617682507579829, false
0.8981328736055881, 0.6355149015296836, true
0.009688720262284511, 0.6834084550880514, false
0.7640680700233096, 0.6168946449127003, true
0.6602953673319784, 0.40564989570647014, false
0.13398275290708783, 0.6552958708369578, false
0.7270790252989909, 0.8458767677925756, true
0.6593942283039512, 0.520937700978085, true
0.720371284900743, 0.6539507757608467, true
0.26132028484203396, 0.9664010570450384, false
0.3302824535470674, 0.07244996833848594, true
0.10404470120629472, 0.749245455233064, false
0.1379038719290363, 0.22828127501152573, true
0.18002487359987984, 0.34847820161546716, true
0.44322183897130896, 0.4607509740472002, true
0.055410670975391096, 0.7097453674304214, false
0.636653426571728, 0.4023103704394857, false
0.49458880294385377, 0.5933718486564525, false
0.16318528926611442, 0.345576247045026, true
0.007362043649083216, 0.7448853862707422, false
0.4064159601540569, 0.15385906632559565, true
0.8438187419208365, 0.15941743190950863, false
0.754373410983032, 0.602314044403855, true
0.5996424218779481, 0.16938144324141868, false
0.6997993096382589, 0.5729636267688328, true
0.38855717239456367, 0.9490872845778144, false
0.07466192091817703, 0.9692224946749124, false
0.4887998523060363, 0.30045749036836067, true
0.4219800872218493, 0.5641887979234902, false
0.4769550350264886, 0.26077008329048357, true
0.06761074760008345, 0.25184861816030046, true
0.12518436287732904, 0.15635940132214854, true
0.6704728558928302, 0.3314730034301122, false
0.7568270281643851, 0.21546468987926093, false
0.9017511029728755, 0.5228699186318501, true
0.3305436518848286, 0.7489242378595948, false
0.4319427595796115, 0.383786531664705, true
0.2546206252950245, 0.20916990971241645, true
0.5891815461589336, 0.6806394328740203, true
0.8207482197986828, 0.1459857912605177, false
0.8930928402587246, 0.049883945772316585, false
0.19052998475068816, 0.1917512569222216, true
0.16550434803258618, 0.9797157838039732, false
0.06817710452458503, 0.7293978336854691, false
0.07265733771334193, 0.7404318617694048, false
0.549286361218232, 0.823065984500459, true
0.763133454160486, 0.3966591607984671, false
0.1482955632829135, 0.3244563392915084, true
0.7315322415585854, 0.44579370566069787, false
0.6761558872666594, 0.8071277303686719, true
0.16000545169774782, 0.9443748698382427, false
0.46495576490230417, 0.12650178965679815, true
0.7680741155551533, 0.20775215527071167, false
0.4176761034739219, 0.9550920001446991, false
0.6357243386066082, 0.2982853696489668, false
0.49895212629076435, 0.6004830394179507, false
0.5555989630161491, 0.5534511236047877, true
0.5766626045578034, 0.7778435173372384, true
0.2171718062604866, 0.347612160777922, true
0.9743619917995711, 0.7792637002087082, true
0.9291116839420666, 0.12983799689039466, false
0.7010169044201241, 0.6589670565707557, true
0.6456140349658862, 0.5350488982709278, true
0.08720341590293268, 0.636452600760275, false
0.7782979299417143, 0.02688770844207866, false
0.4758668055527353, 0.9088827980230612, false
0.6473364377935319, 0.09810671490906808, false
0.6909410682836231, 0.45953934830710597, false
0.45380945146641816, 0.5278898904920252, false
0.23857054707789405, 0.25092740889593956, true
0.3398372106901505, 0.5754133417365486, false
0.583371418250538, 0.39911624368466714, false
0.4438740505112916, 0.27508000712678327, true
0.3861160690255516, 0.5401622253772814, false
0.8556116234511926, 0.19124685637706784, false
0.2894187316684448, 0.6199680446495508, false
0.028261568587036767, 0.08889629906798469, true
0.6944462871405374, 0.7656897036621994, true
0.5155574848428065, 0.9815858321345384, true
0.984372761654393, 0.7298105243346558, true
0.8666369560608423, 0.9291431975684457, true
0.8192422597145528, 0.637259535843319, true
0.13403375370626647, 0.774956591715673, false
0.4520997779797654, 0.41145919270994535, true
0.7283319793297103, 0.7363428667981322, true
0.4976947905586706, 0.3069453235662446, true
0.2876029304988411, 0.3913591672069173, true
0.22275791328998473, 0.43420961224923105, true
0.8205665001660686, 0.14155598647679313, false
0.22079622295138335, 0.02667360014116338, true
0.6294891638514024, 0.6725532289367911, true
